best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.2600582540035248,0.6005052328109741,0.9069958329200745,0.8014678359031677,0.0010000000474974513,48
