loss,accuracy,val_loss,val_accuracy,lr
0.5218916535377502,0.8624331951141357,0.5047287344932556,0.865044116973877,0.0010000000474974513
0.46771228313446045,0.8724506497383118,0.4619271159172058,0.873271107673645,0.0010000000474974513
0.4431203603744507,0.8772779107093811,0.44694632291793823,0.87612384557724,0.0010000000474974513
0.4248129427433014,0.8807880282402039,0.4311773478984833,0.8794827461242676,0.0010000000474974513
0.41046544909477234,0.8837472200393677,0.4295813739299774,0.8784474730491638,0.0010000000474974513
0.3992714583873749,0.885818362236023,0.41694581508636475,0.8825977444648743,0.0010000000474974513
0.3887764811515808,0.8879274129867554,0.4070478677749634,0.8842035531997681,0.0010000000474974513
0.38019293546676636,0.88978111743927,0.398621141910553,0.8860785961151123,0.0010000000474974513
0.3726446032524109,0.8911983370780945,0.39383089542388916,0.8864351511001587,0.0010000000474974513
0.3653240203857422,0.892774224281311,0.38947293162345886,0.8877948522567749,0.0010000000474974513
0.3594455420970917,0.8940252065658569,0.3844274878501892,0.8880962133407593,0.0010000000474974513
0.3537115454673767,0.8953946232795715,0.39039936661720276,0.8885724544525146,0.0010000000474974513
0.3484579026699066,0.8964667320251465,0.3816537857055664,0.8894765377044678,0.0010000000474974513
0.3440781533718109,0.8974162936210632,0.37829217314720154,0.8899918794631958,0.0010000000474974513
0.33942821621894836,0.8985867500305176,0.3780069649219513,0.8897779583930969,0.0010000000474974513
0.33571964502334595,0.8996490240097046,0.3776731491088867,0.8918691873550415,0.0010000000474974513
0.33175623416900635,0.9003564715385437,0.37247782945632935,0.8920417428016663,0.0010000000474974513
0.32813209295272827,0.9013020396232605,0.36227694153785706,0.8932426571846008,0.0010000000474974513
0.32486894726753235,0.9020894169807434,0.37024885416030884,0.8921912908554077,0.0010000000474974513
0.3214653730392456,0.9028192758560181,0.3595815896987915,0.8936866521835327,0.0010000000474974513
0.31835073232650757,0.9036549925804138,0.360054075717926,0.8946115374565125,0.0010000000474974513
0.3152675926685333,0.9044262766838074,0.3638530969619751,0.8923454284667969,0.0010000000474974513
0.3121706545352936,0.9053395986557007,0.36765652894973755,0.8943814635276794,0.0010000000474974513
0.30984193086624146,0.9056035876274109,0.3577767610549927,0.8948116898536682,0.0010000000474974513
0.3068126440048218,0.9065393805503845,0.3571879267692566,0.8944849967956543,0.0010000000474974513
0.3049861192703247,0.9068171977996826,0.35264718532562256,0.8950854539871216,0.0010000000474974513
0.30220213532447815,0.9076131582260132,0.35684213042259216,0.8954259157180786,0.0010000000474974513
0.2994930148124695,0.9083148837089539,0.36122244596481323,0.8951153755187988,0.0010000000474974513
0.29686596989631653,0.9092932343482971,0.3580429255962372,0.8944826722145081,0.0010000000474974513
0.2948264479637146,0.9093955755233765,0.3623844087123871,0.8957986235618591,0.0010000000474974513
0.2928072512149811,0.9099022746086121,0.36602115631103516,0.8946736454963684,0.0010000000474974513
0.2906297445297241,0.9105775356292725,0.35447442531585693,0.8963300585746765,0.0010000000474974513
0.28839337825775146,0.9111964106559753,0.3611384630203247,0.8964635133743286,0.0010000000474974513
0.28633078932762146,0.9116760492324829,0.35673126578330994,0.8960033655166626,0.0010000000474974513
0.28422901034355164,0.9123139381408691,0.35701891779899597,0.8949198126792908,0.0010000000474974513
0.28241002559661865,0.9126192927360535,0.36259377002716064,0.8940547704696655,0.0010000000474974513
0.28071966767311096,0.913159966468811,0.35363054275512695,0.8969650268554688,0.0010000000474974513
0.27838563919067383,0.9136689901351929,0.35889917612075806,0.8965762257575989,0.0010000000474974513
0.2766621708869934,0.9141336679458618,0.3528384864330292,0.8967257738113403,0.0010000000474974513
0.27485743165016174,0.9147669076919556,0.3571052849292755,0.8962564468383789,0.0010000000474974513
0.2729513645172119,0.9150194525718689,0.350929319858551,0.8954443335533142,0.0010000000474974513
0.27141398191452026,0.9155111908912659,0.3529084324836731,0.8958561420440674,0.0010000000474974513
0.2691040337085724,0.9161622524261475,0.364236444234848,0.8950992226600647,0.0010000000474974513
0.26800426840782166,0.9164924025535583,0.36033761501312256,0.8974182605743408,0.0010000000474974513
0.2659534513950348,0.9171302318572998,0.35066109895706177,0.8973331451416016,0.0010000000474974513
0.2644365429878235,0.917506992816925,0.35133206844329834,0.8975632190704346,0.0010000000474974513
0.26259979605674744,0.9180240035057068,0.3604404926300049,0.8939581513404846,0.0010000000474974513
0.2609984576702118,0.9183403849601746,0.35485899448394775,0.8959872722625732,0.0010000000474974513
0.2596938908100128,0.9186664819717407,0.35646286606788635,0.8961621522903442,0.0010000000474974513
0.25775349140167236,0.9191237092018127,0.3553151488304138,0.894836962223053,0.0010000000474974513
